texts,created_at,location
"Fox's Brian Kilmeade absurdly claims that ""every solar panel you get from China is made by Muslim, Uyghur slave labor.""

https://t.co/G9TlF1GpvX",2022-10-06,"Hawthorne, CA"
"@MujtabaAasif We all know they are repeating the same tactics to provoke Muslim
Gujrat elections",2022-10-06,
"It has been narrated on the authority of Jabir b. 'Abdullah who said
I heard the Messenger of Allah (ﷺ) say
A group of people from my Umma will continue to fight In defence of truth and remain triumphant until the Day of judgment
Sahih Muslim 1923
Book 33, Hadith 249",2022-10-06,Qazigund
That shit funny because them Nation of Islam niggas REALLY believe a big headed mf created white people 😭😭😭,2022-10-06,CA$HVILLE📍
"""To us, it is deeply troubling to be patronized by a person who insists the hijab is never a choice made of free will."" 1

Responding to the Latest Attempts to Save Muslim Women from their Clothing - https://t.co/b9FSvU5Ssh",2022-10-06,"Montréal, Québec"
"@EdwardRMurphy we the muslims we worship god of the heavens and the earth 
the god of all the world who sended the messagers. he sended, noeh, abraham, moses, jesus and a lot off messagers  and he sended our prophet mohamad and he gave him lot off miracles proofs of his prophecy",2022-10-06,
"@YasMohammedxx The bullying, intimidation and coercion that surrounds Islam is absolutely staggering",2022-10-06,
muslim girls 🤝 being k pop fanatics,2022-10-06,"Brooklyn, NY"
Why would you host this event in a place like Qatar? #WorldCup2022 man can't even suck a dick in qatar without breaking the law. https://t.co/GXn08UUMnx Sunni Muslims know how to party,2022-10-06,
@iam_lyte @ruffydfire Statements such as this won't make ur argument much valid neither will it make mine less valid. Pls note that a Dome is not a symbol of islam...,2022-10-06,"Oldenburg, IN"
"@ishkarnBHANDARI Extending @ikamalhaasan logic:
Shaivas are not Hindus
Sunnis are not Muslims
Catholics are not Christians. 

Let us sink in",2022-10-06,I know where I live
"Uncle Chael. Yo diría que creo que quiero que gane Islam pero Charles es candela.
I have a horse in this race but I don't know.
Conor McGregor predicts easy victory for Charles Oliveira over Makhachev | UFC 280 https://t.co/oJyYpYbIvF",2022-10-06,"Naguanagua, Venezuela"
@gregwrightYP @asda Now nobody cares about the Muslim owners. I remember ASDA bit trending long ago because people didn't want to shop there because the owners are Muslim lol,2022-10-06,"London, England"
@jamesbenge Whats ur problem with muslim countries,2022-10-06,
"@GadSaad Expecting to see Muslims as the common answer, but I believe Secularists is more accurate",2022-10-06,Canada
"Unitarians are ""Truth Seekers"" until you show them Islam is True 😂😂",2022-10-06,
@UN mankind's biggest failure to protect to muslim chinese province lands xinjiang uyngur 🤦‍♀️ https://t.co/zfq5rPh3Fn,2022-10-06,Panama
@RonFilipkowski So the guy who wanted to ban all Muslims from the US is now upset that his right wing domestic terrorist supporters are being watched? And George Orwell would not approve this message…,2022-10-06,"Sydney, New South Wales"
"…in October 1571, which ended the threat of Muslim domination of the Mediterranean and was ascribed in part to the prayers and processions of the Rosary confraternity in Rome. Later the feast was moved to the fixed date of 7 October.",2022-10-06,Pray the Holy Rosary Everyday!
finna get a tattoo somewhere my religious muslim mom can’t find it 😈,2022-10-06,blk 🇸🇱 | read carrd 🖇 | 17
Wearing a #hijab now for 6 months has made me feel more #empowered than I ever have in my life! Being able to represent my identity as a Muslim woman is something I celebrate everyday because this is decision I came to myself. https://t.co/d8YrELpDLq,2022-10-06,
"@JoesKnocking @wolf23551 @ahmedalnamy19 @mattduss What is your justice? For Muslims and Arabs to remain in Guantanamo without trials for 15 years or more. Justice is to imprison Kevin Strickland 42 years in Missouri prison , then you say sorry you are innocent",2022-10-06,وطني الحبيب وهل احب سواه ..
@RonFilipkowski Let’s think: “stop and frisk” for blk ppl. Or 911 &amp; relating all Muslims to terrorist. Now let’s look at Jan 6th: white ppl actually attacked the Capitol becuz that loser trump lost. You damn real the government should investigate &amp; treat everyone of you f**kers as terrorist! https://t.co/lHOLAMCKV8,2022-10-06,"Atlanta, GA"
"@JasonCoppingAB @CovenantCA I don’t get it, Catholic “health care” is different from, let’s say, the Prods? The Muslim’s? Us atheists?   Science is science man….now if you’re talking dogma surrounding bodily autonomy, a woman’s right to thus, just say so. #NeverVoteConservative",2022-10-06,
"@HSajwanization There's a lot difference between muslim countries
Uae   saudi Arabia so advanced
On the other hand iran, iraq, Pakistan, 
Hats off 
I think they are real muslim",2022-10-06,
@m3hr @marwasf I'm a Muslim and headscarves are banned in most places in France and if you aren't upset with it then you don't have any right to speak against Muslim countries,2022-10-06,
JUMMA MUBARAK ❤ ALL MUSLIMS AROUND THE WORLD 🤲 #Somaliland #Hargeisa https://t.co/z1TTsbc9g8,2022-10-06,SomeWhere
"@haque_shahidul @defence_insider @Defense785 @Defense_Talks @Farhan__Ullah @The_SharkSlayer @AmRaadPSF Bangladesh 🇧🇩 has a professional Army to keep its nation protected. Its a brother Muslim Country. They do have Armoured Formations including Amphibious units. I ve observed a friendly and cordial relations between officers of both countries, during UN Peace Keeping missions.",2022-10-06,Pakistan 🇵🇰
@lisanandy But you don't care about the British schoolgirls including in your constituency who are being raped and murdered by Pakistani Muslim grooming gangs like most of your colleagues you prefer blood soaked votes &amp; donations from this community over schoolgirls lives https://t.co/VlbyteJs7W,2022-10-06,manchester
@Weirdo_Lisha muslim fest ma ana tha baba ko but ni jaa sky invited thay muslim fest ma,2022-10-06,
"@RmSalih And what exactly is wrong with “insulting Islam”? If they’ve had enough of your BS, they’ve had enough. Time’s up, buttercup. Get used to it.",2022-10-06,"Tochigi-ken, Japan"
"@FRCdc Blatant lie.

We have no problem with your beliefs. Forcing free people to live according to your beliefs, is the problem. 

For example, would you want Hinduism or Islam forced on you?

Plus, you make Christianity look angry, hateful, judgmental, and unloving @FRCdc",2022-10-06,Guarding Democracy
@iamthethethe @jondadon123 @WACKYBTW_ OWN THEMMMMMMM https://t.co/rGcbSp5bKa,2022-10-06,Smoke's osu page
@AbuDujanah_ And those who who build temples churches and spread shirknon Muslim land like those in UAE https://t.co/GG3e9NLNbc,2022-10-06,
"@cogitoiam Shaivites and Vaishnavites both had the same base, both are Hindu.

Christianity, Islam and Jews all has same biblical prophets. So, Shah Jahan is a Jew.

#TamilsAreNotHindus",2022-10-06,
@loadsofmagic @asif786ayaz Are you Muslim?,2022-10-06,Data saab da langar
"The blood of the Uyghur people is not only on the hands of China, but also these ""Muslim"" countries that rejected the motion. They are all accomplices in the genocide of innocent people.",2022-10-06,
"@NJSal78 @kevstuhh Doesn't make sense, did he pull that against Islam? or do you like to play that type of game pointing out his only loss 6 years ago when Oliveira at that point had 8 losses getting both submitted in his own game and knocked out.",2022-10-06,
"The #Man in the Red underpants:
#Book 
https://t.co/0sZKun545l
https://t.co/v2jxgJjRgT
#Audio
https://t.co/v2jxgJjRgT #Islam #Muslim #story #beneficial #valuable @unlimited_abu @EIECC_14",2022-10-06,
"Whatever may be your pontification on Police action.

Stone pelting is an act of terror

Don't try to skew narrative from the fact that Muslims pelted stones on a Hindu religious festival.

Violence was unleashed by the Muslim men unsuspecting Hindus",2022-10-06,
"@SophieHRW @andreasharsono @hrw @hrw_chinese Show me Muslims praying openly on the streets of Washington D.C.
https://t.co/RGVFo60Kib",2022-10-06,Global Citizen
"@ArthurM40330824 Aren't they doing the Islamic pointing up 1 finger thing too?
Nazi Muslim white supremist anti-suntanners",2022-10-06,#moon
@YearOfTheKraken It’s haram in Islam plus it’s getting everyone’s attention,2022-10-06,Probably by the sea
"@MsMelChen So many of those voting against are muslim nations, ironic.",2022-10-06,
"Well spotted,..democrats forget plight of Iranian women wanting freedom from islam and sharia law ...but with votes to win,they won't risk upsetting those following the most intolerant of all religions,...girls,your on your own..Europe playing deaf and dumb also 🤬🤬🤬 https://t.co/LHSFBO5o1u",2022-10-06,
"@RmSalih This is why Islam is an awful, oppressive, and misogynist religion that should be avoided.",2022-10-06,
@DeenBot Once she was a Muslim then she was cursed and became disbeliever which is known as ex Muslim but she knows the truth there is no deity except Allah,2022-10-06,Bangladesh dhaka 
"@KaoticLeftist I imagine this is less Biden than pressures on Biden. And that was less Obama than pressures on Obama. But yeah, Sanders pushed it far to the left. 

It probably helped that Obama came off like black Bush but still was called a radical socialist Muslim despite. Obama 4eva.",2022-10-06,RA Salvatore Novel/ HeHim.
"@benedictrogers Those bloody Muslim countries eh?
Why don't they simply do what they're told any more",2022-10-06,Suzhou 
If you’re a Muslim content creator and at twitch con lemme know. Planning a meet up 👇🏽,2022-10-06,"Ohio, USA"
@ofalyssa9 🌹🌹🌹The religion of Islam makes the human being valuable and the female a good place. I invite you to enter the religion of Islam🌺🌹🌷,2022-10-06,
@viewfromnz @khalidm722 @DrewPavlou Peaceful Muslim states until amerikkkan empire invaded,2022-10-06,
"@BCCI @mastercardindia All you hypocrites at BCCI, open your prejudiced eyes and play cricket FOR India's glory, NOT yours. If you believe in cricket &amp; democracy, STOP persecuting Christian and Muslim players, a la Samson and Shami. If you don't, India will be humiliated at the T20 WC, and rightly so!",2022-10-06,"Minneapolis, MN"
@TomiLahren I remember that Muslims couldn’t go anywhere because “patriots” were attacking them for their religion AND their race.  People even tried to kill Sikhs who are NOT Muslim because they wore a turban.,2022-10-06,lost somewhere in N. America
"@YasMohammedxx the religion of the bullies, that's what Islam is, so they can pretend it's not them being asshole but a dude in the sky.",2022-10-06,Milky Way
"@GadSaad Islam on one side of the world, communism on the other",2022-10-06,
"@Goutham22022000 @TeluguBhashi @TasBBee @AskAnshul Both are called Hindus , as sunni and shia are called muslims and catholics and protestants are called christians.",2022-10-06,
"@AliAbdelaziz00 FYI I’d love to in a dream world see Islam v Conor, just to have you all at the presser together again. 4 years today they went at it, I’d be lying if I said I wasn’t a fan of both but Khabibs family values nudged me to him more so recently.",2022-10-06,
muslims??? like the religion???? https://t.co/Lq5GT6kB5h,2022-10-06,18
@mg2411 @hrw Muhammad Qasim has seen Prophet Muhammad SAW over 300 times in his dreams and describes that our Prophet SAW is in grief and sadness over the state of the Muslim ummah. Muslim ummah must wake up and understand the message of these dreams. https://t.co/arCoP79lej https://t.co/k8RPRyFc5a,2022-10-06,Tunisia
I wanna graduate in a Muslim country,2022-10-06,Working 
"@Dolkun_Isa How many Mosques do you have in Germany? China has ~30,000. People now can easily see the reality via social media sharing and live-streaming vlogs. When will Germany allow Muslims to pray openingly on their streets? #TruthMatters #Uyghurs #Muslims 
https://t.co/RGVFo60Kib",2022-10-06,Global Citizen
"One thing the Soviet cunts did in Afghanistan after they faced stiff resistance, was to try to remove Pashtuns from northern provinces in order to create some kind of buffer (of 9 provinces) between the Soviet Muslim republics and the main resistance zones in Afghanistan.",2022-10-06,
"Also listen to Paharon Ki Qasam
Dubbed by my baby cousin as the “sad mountain song” 🥲
Really making me want to delve into the rich culture of Pakistan and other Muslim majority countries 🌶🍯🥙 (can you tell I’m hungry)",2022-10-06,
@NakulTo22985369 @FASTHANDSED @taphengsai Violence against Muslim has been happening for years in India,2022-10-06,Montréal
"@TheEnd @TheSyedHaq ""Merely pointing"".. Lol and what does this do exactly??I like how shahrukh salman and other muslim celebrities don't give a fuck and do this every year just to piss you guys off🤣🤣",2022-10-06,
"@PeterGriffin720 @OwaisSwati360 @DennisCricket_ Islam has nothing to do with terrorism, and here's the proof : In islam, you're not allowed to kill an unarmed person, you're not allowed to kill children, women, old people, or even tear down a tree in war times. Do the ""muslim terrorists"" apply this principle ? No.",2022-10-06,
@matwainn @CardinalNichols It is also sacred to Muslims and Christians. See above.,2022-10-06,"Hull, England"
@PyryCaponigro @Sabina_91521 Good breakdown of the tensions that led up to the Winter War and how Finland was a very willing ally and ideologically aligned with the Nazis. https://t.co/5RrYdpqarQ,2022-10-06,Louisiana
@lwo_spice @TheSummer_of 🌹🌹🌹The religion of Islam makes the human being valuable and the female a good place. I invite you to enter the religion of Islam🌺🌹🌷,2022-10-06,
"This, especially as a muslim, should go without saying but the reminder needs to be mentioned anyway…
It is even worse if you do it with the opposite gender, have some honour and haya, this is not from the behaviours of a muslim.",2022-10-06,NO DMS FROM MEN 🔪🔪🔪
@Pushpendr62 We must file FIR against the entire team of this film Gulshan Kumar was killed by Muslim gang and his son is producing films with muslims.and hindus fools give hard earned money to,2022-10-06,
"@mmagonewild Parlaying Aljo, Islam and O'malley at +782. Wish me luck",2022-10-06,
@joshrogin most of Muslim countries in the world support and believe China in Uyghur issue. i am very curious why Westworld so care about Chinese Muslim？ so stop the hypocritical politic game. the south world has fully aware who the West is.,2022-10-06,
Meanwhile Armenia has... (checking)... 812 muslims per last census. Thats whooping 0.028% of population. I wonder why 🤔 https://t.co/7yFFfg3PoB,2022-10-06,
@Qamarcheema Pakistan is strongly standing with Muslims in china...is that right Mr. PhD,2022-10-06,
"@eric_black3 @EmpressMizrahi You can read about the Jewish experience in the Arab socialist movement, but Arab Nationalism largely came from Al-Wahhab’s idea of Arabs being the true Muslims.  We were always non-Arab foreigners.  https://t.co/GsWOlD9sj7 https://t.co/EtLvA1HuJP",2022-10-06,
Just had like an hour long conversation on omegle video chat with some muslim dude about faith lol,2022-10-06,USA
@CGMeifangZhang They did not debate how many muslims countries really killed by US bombings.,2022-10-06,
@dna Because it is Muslims they are ill treating,2022-10-06,
@TheSummer_of @boricuajaileen 🌹🌹🌹The religion of Islam makes the human being valuable and the female a good place. I invite you to enter the religion of Islam🌺🌹🌷,2022-10-06,
@fatwa_machine @Muslim_Negan @Aslan_Bey_1 @NaaShukre @IslaamWins @BladeEsq @ImTheAnonymouse Bashir-4?,2022-10-06,America
@RmSalih Islam insults women and girls.,2022-10-06,"Planet Earth, The Milky Way"
"@ksituan I know more about Canada than I ever wanted to when I took a remote job sending out mechanics to stranded moving trucks. Yall have a lot of mountaintops that Muslim men are taking hordes of wives to, FYI. And they're all cool with waiting 12 hours for water when they're up there",2022-10-06,"25.0000° N, 71.0000° W"
U.N. body rejects debate on China's treatment of Uyghur Muslims https://t.co/oV1KfuAePa https://t.co/Pf96iwas4w,2022-10-06,"Va Beach, Virginia"
U.N. body rejects debate on China's treatment of Uyghur Muslims https://t.co/4DDAV9tArT #reuters,2022-10-06,Хай живе Україна
U.N. body rejects debate on China's treatment of Uyghur Muslims https://t.co/fgPI0ASUKQ,2022-10-06,Akbvr - Official Music Channel
"@silbylaw @calvinrobinson I disagree. This started before Muslims started coming over in droves. It's not helping, but it's also not the reason",2022-10-06,Canada
@RobertAngler75 @safeguardwomen @ripx4nutmeg @OnjaliRauf @Primark That is a false equivalence. It would be more like if you refused to call a Jewish/Muslim person their given name and instead replaced it with a Christian name or called them a slur.,2022-10-06,
Muslims brother or cousin have run their small district for years.,2022-10-06,"Cincinnati, OH"
"There's more than this for both, of course. Freemasons, Islam, Sumerian, Mayan, African... hell it's even on a few flags.
But why are people confused, and why does it now represent ""evil"" or ""bad"" things?",2022-10-06,Colorado
@GadSaad Islam as usual,2022-10-06,
"TCP: My Thoughts/Stance On #Religion #Beliefs #Hinduism #Christianity #Islam

 https://t.co/jxaGA7UXIZ",2022-10-06,"London, England"
Allah formed us. Sins deformed us. Islam came to transform us.,2022-10-06,Indonesia
islam qualcomm paul,2022-10-06,
@RmSalih Haha. Islam keeps men in a psychological stasis.,2022-10-06,"Queensland, Australia"
@Muslim_Negan @NaaShukre @fatwa_machine @Aslan_Bey_1 @IslaamWins @BladeEsq @ImTheAnonymouse I’ve been told that Jamia Canada studies the blog.,2022-10-06,America
@Sulaiman_cule Okay. I will speak about this with my Muslim friend,2022-10-06, Nigeria
"@NicholasCoghlan I'm quite surprised TBH even for the country unashamedly think it has a chance to be elected!,I wasnt aware of the current members till today but not suprisingly they voted not even to discuss the Chinese Muslim blight how on earth they sleep at night :(",2022-10-06,UK/Sudan/Middle East 
@GadSaad The CCP is doing this to both Christians and Uygher Muslims,2022-10-06,
"@DonaldJTrumpJr Since Trump became President Lawmakers had received death threats also Mass shooting off African Americans, Hispanic Americans, Jewish Americans, Asian Americans and Muslims Americans by White Supremacist Domestic Terrorist Hate Groups in America 🇺🇸 https://t.co/0WY8Y25WTJ",2022-10-06,psmith.urgentcashadvancenow@ya
@RaghuramanMenon @amitmalviya The opposition and Muslims are master of playing victim card.. This is one kind..,2022-10-06,"Uttar Pradesh, India"
"@Don47482883 That is not Pak flag, that is Mughal flag, Indian Muslims use it so much. 

NB: I am not a fan of that green sick rag",2022-10-06,I know where I live
@brain_cruiser @gganeshhh If this guy croaks his son who is 20 years older than his step mom sara can marry her as Islam allows fothermucking and it is halal as per queeran🤣😃🤣,2022-10-06,
@Abdulla_Alamadi Are you sure about that?  Muslims are subjected to the same laws as anyone else in India.  Why should it be any other way.  Are you asking for Muslims to be exempt from having to obey the law?  Why?,2022-10-06,
"@Tawheedcharity @muslimA64177458 @mohammed_hijab Islam says Jesus was more than a messenger...your scripture says Jesus was ""the Word"".
The Word is God...
Only God is proscribed as The Word. https://t.co/QklWVWqvM9",2022-10-06,
"WATCH: In a rare move, the U.N. rights council voted down a Western-led motion to hold a debate about alleged human rights abuses by China against Uyghurs and other Muslims in Xinjiang, a victory for Beijing as it seeks to avoid further scrutiny https://t.co/rTuegZEv9t https://t.co/OAz4jh07YH",2022-10-06,
[NON-BTS post] This is an informative thread re the hijab coming from a practicing Muslim man and human rights lawyer. Pls read. https://t.co/yoFCCXwpd8,2022-10-06,Bangtan universe 
@fair_go_mate ...but a Muslim AFLW player who refuses to wear the pride jumper and steps aside due to her religious beliefs is fine. Why has she not been censured or de-registered for her homophobic views? Does it only apply to Christians who are easy to kick??,2022-10-06,
"@ElParece @andrews_cath Thats my bet why the hell are Muslim militias more dangerous than cartels, we have no reason to call them ""terrorists""",2022-10-06,
"Look at the number of Muslim-majority countries who voted no or abstained. Muslim rights only comes after China money, don’t let them fool you on the campaign trail. https://t.co/nb3xleZJ9E",2022-10-06,Malaysia
"the U.N has just rejected a debate on the ethnocide of the #Uyghurs  by the Chinese government. 

Of the 19 countries that voted against the motion, 9 of them were Muslim nations.

Pakistan was one of the countries that voted against the motion.",2022-10-06,
For my fellow muslim moots🫰,2022-10-06,stayville. she/her
"@melissapudding @BlokeOnWheels This is a result of UK gov blaming ,disabled,  unemployed,Muslims,  immigration for everything going wrong, they have used these ppl in their D&amp;C games all the time stripping our rights.",2022-10-06,"Ayrshire, Scotland."
"The United Nations Human Rights Council on Thursday refused to tackle China’s forced imprisonment of its Muslim Uyghur minority, defeating by a narrow margin a resolution that would have mandated a debate on the matter.

Read more&gt;&gt;&gt;

https://t.co/hzllcaQ5dl",2022-10-06,Israel
“The Coalition for a Global Muslim Response to Uyghur Atrocities sent a joint letter to the Foreign Ministers of Indonesia and Malaysia regarding the UN Human Rights Council resolution to take up the findings of the Bachelet Report.” For nought! https://t.co/I8upc2cnoZ,2022-10-06,
@Amirabdolahian Muhammad Qasim's dreams are full of warnings and glad tidings for the entire Muslim Ummah and they assert that Pakistan has to assume the role of the leadership for the entire Muslim world. When will this happen? How will it happen? Muhammad Qasim Dreams  https://t.co/MCk5efeBZT https://t.co/TSMWunpWqC,2022-10-06,Tunisia
@Sufy2_ Is he a Muslim?,2022-10-06,"Minna, Nigeria"
"The best day on which the sun has risen is Friday;  on it Adam was created. on it he was made to enter Paradise, on it he  was expelled from it. And the last hour will take place on no day other  than Friday. 

Sahih Muslim",2022-10-06,Temporarily in Dunya
"@SamHarrisOrg Mr. Harris please talk about Mahsa Amini..

You have alot of followers in Iran that cannot talk about atheism.  The dictatorship government in Iran kills and jails people for any other than Islam belief",2022-10-06,Houston
@SidKhurana3607 Is there a reason why it didn't became muslim?,2022-10-06,"Belém, Brasil"
"@JamesBrownsCoke Also #ChristianPersecution is normal, 📜#TheBible prophesized it, (from #Jesus on word of mouth), which is why many Muslims will be killing #Chistians actually before #Jesus returns! #StMatthew 10:18 &amp; also: #StLuke 21:12! 🤔🧐",2022-10-06,"Calgary, AB 😫"
"@strawberryygrl @InfernoXhell @NATO why would communists want to target Muslims?

oh ya, totalitarian ethnostate",2022-10-06,
@sonu_aki @palkisu There are many Sanghis who are happy at the Xinjiang genocide because the targets are Muslims.,2022-10-06,Union of India
"@weimers @JakopDalunde @EvinIncir Don't glorify the hijab, that's the first and biggest step towards a political islam and that's exactly how men start seeing women as an object. Stop this madness. Look at what's happening in Iran. Islam can fuck a whole country.
#Oplran 
#مهسا_امینی",2022-10-06,
@EdonNura @SamRamani2 The only Muslim countries that voted yes are Somalia and France.,2022-10-06,
Our real #COVID19 is #Islam https://t.co/TRckcAmjig,2022-10-06,Earth 
"O Allah, place us among those who return to You often in repentance, and make us among those who are purified. Ameen
#pray #islam",2022-10-06,هيَّا شاركنا الأجر والثواب 
@borisalinbased The hijabi next to the gorilla is siding with her over her own Muslim sister 🤦🏾‍♂️,2022-10-06,🇺🇸
Noted that most of countries voting No were Muslim and also noted the Ukraine’s big No. https://t.co/fkZ1VWnmPO,2022-10-06,
"@rooftopsamoan Remember when NZ Antifa tried to rally Muslims to oppose counter spin in CHCH, the only Muslim that turned up was on Counter Spins side 😂 Weird how the groomers think muslims are their allies.",2022-10-06,
"First John Fetterman pulls a gun on an unarmed Black jogger, then he vandalizes a Black-owned business, and now he's trying to prevent a Muslim from winning elective office. It's shameful, really. This is who @TheDemocrats support.",2022-10-06,United States
"#Hadith #ProphetMuhammad (PBIH) Said 

: The ( #Hell ) #Fire is #surrounded with all kinds of #desires and #passions , while #Jannah is surrounded with #adversities . 

Riyad as-Salihin 101

#Allah
#Islam
#Muslim
#Muslims",2022-10-06,"Jakarta, Indonesia"
@meerfaisal01 Kabhi kabhi terrorist  attacks per dare karke muslim b likh diya karo duniya ko pata chale ki terrorist  ka religion  kya hey..indian  don't  hurt muslim  if we had do that you would  not survive ..,2022-10-06,Ram Rajya
"@Channel4News This is what happens when you have a WM gov that plays divide and conquer with its citizens, it has blamed immigration,  Muslims,  poor, unemployed and disabled ppl for its mismanagement and assest stripping of the UK.  It has lead ppl by the nose and misdirected them with this.",2022-10-06,"Ayrshire, Scotland."
@RossKneeDeep The path: 9/11 &gt; hero syndrome &gt; fear/lies/illegal wars &gt; anti muslim rhetoric &gt; open bigotry &gt; Obama’s existence brings racists to surface &gt; fear/lies/FoxNews &gt; dark religious money &gt; birtherism &gt; the Tea Party &gt; lies/FoxNews &gt; Trump &gt; MAGA &gt; today &gt; Christo-fascist Nation &gt; 💀,2022-10-06,New York City
"In the spirit of new beginnings, I want to meet people!
Especially my fellow Muslims(whether practicing or culturally) in the gaming industry/hobby!
Send a greeting if you’re a #artist #composer #voiceactor too! 👀✨💕",2022-10-06,
@scottfarlow Wow does this apply to religious institutions too? Catholic schools can refuse to hire muslims and atheists. I’m getting sick of religious people using their faith as a shield for their awful bigotry.,2022-10-06,
"@jcutler1079 @tinaMillz6 @LagoGamer @wbz But yet you don’t mention the mass pedophilia and rape going on in the Jewish and Muslim places of worship, evil is everywhere.",2022-10-06,"Boston,MA"
"tw // islamophobia

these comments made me angry so i had to share. why people demonize islam so much when in the us roe v. wade got overturned bc of catholicism. god atheists love to treat muslims like barbaric misogynists https://t.co/Y53d9aTJ3M",2022-10-06,they/them | 23
"You mean none of the Muslim countries stood up for other Muslims ?? 😄😄 well, why are you surprised ? Which one have you seen Ever stand up for their own population not ever treat them right ?  @KenRoth https://t.co/ouDYzgqdAL",2022-10-06,
"@StandWithUs Agreed, the Jewish, Christian and Muslim Palestinians have a deep connection to the land.  Now if we can just get rid of these European Zionist colonizers, all will be good.",2022-10-06,Hashish Country
islam channel have funney shows on sometims at night not whole lot of shows on right now but the fall they will have a lot of shows on,2022-10-06,
@HESHAM__ELMAHDY @Reuters Terrorist is a specific term. Typically Muslims do the acts for a religious or political reason.,2022-10-06,
"Iranian women are brave and they hate #Islam , it is a terrorist philosophy
#Mahsa_Amini #Iran #Hijab #terrorism https://t.co/EqyNXsYOnC",2022-10-06,Earth 
"@cogitoiam Christianity and Islam did not exist before 1600 years, Christianity name was coined by pahen King Constantine, after that Islam came in, can Kamal claim there is nothing called Islam or Christianity??",2022-10-06,Chennai
"@aboelata29 @core_muslim @yusuf_abu_yaqub @atheistsposting No problem.
And there have been tries to debunk the puddle analogy.
And of course, there have been responses to those.

Watch both sides in order to stay informed.
Confirmation bias can be an issue with this subject.
https://t.co/NQIdC2iraB",2022-10-06,
@EU_NO_MORE I think a lot of Muslim boys are called Muhammad.,2022-10-06,Derbyshire
"#Hadith 
#ProphetMuhammad ( PBUH ) Said 

#Perform #Salah more #often . For every #prostration that you perform before #Allah will #raise #your #position #one #degree and will #remit one of your #sins

 Riyad as-Salihin 107

#Islam
#Muslim
#Muslims",2022-10-06,"Jakarta, Indonesia"
When people say Islam is going to beat Charles @CharlesDoBronxs #UFC280 https://t.co/k7zXZa8YQj,2022-10-06,
"@AdoptADeafCat @Aghdas_K @AlinejadMasih @Hozier Sorry I am upset, Thank you for clarifying. Yes that's true but there are a lot of agnostic, jews, Shia and sunni muslims, bahai's,... who are also getting murdered in Iran! Islamic regime kill whomever is talking or acting in slightest difference with them its stalinism+ISIS",2022-10-06,
"#Quran

And those who #harm #believing #men and believing #women for [something] other than what they have #earned have #certainly #born upon themselves a #slander and #manifest sin

(33:58)

#Allah
#Islam
#Muslim
#Muslims",2022-10-06,Karachi  - Pakistan 
At least they aren’t using them to hurt people or worse still behead people!  Unlike Muslims in India who use weapons including 💣 💣 💣 under the garb of Islam!  Irony RIP https://t.co/TOqifwAaxy https://t.co/hANmkptdzH,2022-10-06,My World 
@UyghurProject Your lies are shameful and many Muslim countries know it’s fake news! Did U.S ever feel bad for the atrocities to Mxxlims when they invaded the M.East under Fake WMDs for war and oil!,2022-10-06,
"@NoWheesht @PYeerk @BriannaWu @Mermaids_Gender And the person who founded Islam was a pedophile. So, you think we should hate and attack all Muslim people?",2022-10-06,
@EmberEmber1975 @handzofsteelmma @Rakhmonov1994 Bro an Islam fan mf has a chin of a chip,2022-10-06,"Chicago, IL"
An Indian saved the lives of Indians. Period. No Muslim. No Hindus. No Christians. No Buddhists. No Jains. No xyz. Just Indians &amp; Indians. https://t.co/YgEbwyf4n9,2022-10-06,Italy
"As always I am humbled by the sheer range my writing covers. In one piece I am discussing Islam and populism in my friends living room. In another, I am writing about gender and transportation. In another one I am writing fiction about a sugar baby living on a different planet.",2022-10-06,
"@Fricabe94796774 @PashaKhan12345 @NakissaAria You're speaking to a hindoo. All they know is hatred of muslims, lynchings for beef eaters, bathing in animal manure and gang rape.",2022-10-06,
"In today’s #MediaUpdate: Corner shops drive economy, building an inclusive capital, challenges for Muslim women leaders and more.

Head to https://t.co/UfqB7kM977 for these headlines and more, and to sign up for bi-weekly, curated email updates on the AUS-IND relationship! https://t.co/jFfWovYwgp",2022-10-06,
LOL at people comparing her to Amy. Amy is an actual Muslim convert. https://t.co/0Xo9InRnnG,2022-10-06,
@DLoesch @KurtSchlichter If he was a Muslim NO ONE would say a word about his religious beliefs. Sickening. When - not if - the spirit of Robert E Lee rises no one should be surprised. This is brewing just below the surface.,2022-10-06,Canada
"E don step down from world music..... .

E don finally decide for  run in life according to e Religion........ ISLAM❤️

For confirmation read am ..na e Main face page ❤️

👇👇👇👇👇👇👇👇
https://t.co/6qeTrJYkbt https://t.co/FpETNuSw4p",2022-10-06,Sierra Leone
"In a rare move, the U.N. rights council voted down a Western-led motion to hold a debate about alleged human rights abuses by China against Uyghurs and other Muslims in Xinjiang, a victory for Beijing as it seeks to avoid further scrutiny https://t.co/E5uZjxw2yh https://t.co/0B6THNDBl1",2022-10-06,Around the world
"Open Kimono Abaya Dubai Muslim Long Dress For Women 👗 Shop latest Kaftan which are made up from best quality fabrics with latest styles from our large collections at https://t.co/jERvUAU6K4 Shop Now : https://t.co/lXOGLODbat Buy online $ 114.95#abayakaftan #festivekaftan #abaya https://t.co/v98SR7UQ9r",2022-10-06,
