texts,created_at,location
@ashoswai Unbearable to watch.. Modi proved a nightmare for minorities especially Muslims.,2022-10-04,
@alCamel77 @D4rkSh4wn LGBT Muslims….and nobody showed up to the party 😂😂,2022-10-04,Hell
"@GemsOfBollywood Your work is fine  &amp; is much needed

Boycotting every movie you also know is not a solution

Bollywood need intrinsic cleaning, too much urduwood-muslim cabal has ruin its direction

Problem is Hindus won't proactively clean it up

Much needed, it should represent our culture",2022-10-04,CosMos
@LaurenE65849476 @mrpford @joegarra61 What about a devout Muslim?,2022-10-04,
"@GAUAHAR_KHAN First of all it’s all godi modia and they are working for hindutva terrorist organization.
Secondly, why do Muslims are going to garba I don’t understand, if they want to dance they can go to club or events for party.
What’s the urge for going to someone’s festival party ?",2022-10-04,
"@BubbleLeaks Did you know why Jesus was hung?! 

False he a prophet the person yall praise is a look alike the real Jesus is laughing at yall he like look at these fools praying to me astgfarallah.He like come on ppl wake up islam is the real religion. That's what he said don't look at me!!",2022-10-04,
@mhdksafa About half my students at my school are Muslim. I definitely have no problem with anyone being Muslim,2022-10-04,Melbourne
"@yahya711_ I would recommend two books from my side:

1)Islamic Art and Architecture: The System of Geometric Design

by Issam El-Siad

2) The Illustrated Encyclopedia of Islamic Art and Architecture: A Comprehensive History of Islam's 1,400-Year Legacy of Art and Design, 

by Moya Carey",2022-10-04,Allah's Earth 
"@12Kitkat16 Well I'm citing Wikipedia so take that with a grain of salt, but he has often expressed support in the right to offend in terms of humour, which applies to Blackadder so whatever, but he also supported BoJo's line about Muslim women in niqabs looking like letter boxes",2022-10-04,"Mississauga, Ontario"
@why_eyy @snarwani Actually I am neither Zionist nor saladi I am simple Muslim wants to decrease sectorism because we Muslims killed ourselves more than NATO killed us in every Muslim country civil war is going bcz of sectorism and saudia and Iran supporting opposite Groups,2022-10-04,"Islamabad, Pakistan"
"@zsajjad93 @drismatnaeem @Taimur_Laal 1. The whole point is that compulsory wearing of hijab is not a rule of Islam. You still haven't provided any evidence that it is.

2. Are you implying that Muslims are free to leave Islam without punishment? Is is your belief that they should be?",2022-10-04,Mars
@joncoopertweets Have you mentioned this to Muslims?,2022-10-04,"Colorado Springs, CO"
"@sahouraxo @larryawilmoth Libanon is a fckn muslim failed state ,sorry to hurt your patethic feelings🥲",2022-10-04,
"Ayatollah Khomeini's original vision was one of a withered state. In a 1979 @nytimes interview, he declared that ""dictatorship is the greatest sin in Islam."" On this, he wasn't necessarily wrong. If only he had heeded his own advice.",2022-10-04,"Washington, DC"
It is reported from Hudhaifa that news reached him (the Holy Prophet) that a certain man carried tales. Upon this Hudhaifa remarked: I heard Allah's Messenger (ﷺ) saying: The tale-bearer shall not enter Paradise. - Muslim,2022-10-04,www.sunnah.com
"@cjwerleman So as per CJ, Hindus should let Muslims throw stones at their celebrations",2022-10-04,
"The current worldwide head and Caliph of the Ahmadiyya Muslim Community is His Holiness, Hazrat Mirza Masroor Ahmad (may Allah be his Helper).

Join us now on Understanding Islam to understand the need for a Caliph and how he is elected.

Listen back on:
https://t.co/02mZioEjf9 https://t.co/RD8mYPe5op",2022-10-04,"London, England"
"@ORIGAVi @khaledbadr1988 @tentaculofc @OfficiaI_Fahad @LFC Okay, and as a muslim I agree with you that that's wrong",2022-10-04,Edge of the flat earth 
"I actually disagree. 

Hurting dogs is the one exception in America. Watch.

Learned this during my work on “All-American Muslim.” A whiff of canine abuse and you’re done. https://t.co/qrzlI8t9f4",2022-10-04,"iPhone: 40.730186,-73.987709"
"@SexoArio88 @Volsung18 @NgagkpaCintbro @AmericaeHispano @Maddowrespecter The Muslim regions weren’t/aren’t much better off, and the Rajputs certainly gave the Mughals a run for their money.

It’s a massive country with tonnes of ethnic diversity. Religion is one of many factors making it a difficult place to administrate.",2022-10-04,The Shire
"@SlavaUk30722777 They are not Muslim, they are Shite/Syiah❌💯❌",2022-10-04,
@antismoler That’s how I separate them in my mind. The Muslim and the white 😂 but honestly I don’t think either one is Muslim,2022-10-04,
"I grow in one atheist family, and is a shame that people that born in muslims families was be so evil like my kafir father. Some people put all effort in win the hellfire 🤦🏻‍♀️😑 Is disgusting 
#StopHazaraGenocide https://t.co/KqNisv7aad",2022-10-04,Ciudad  de Buenos Aires
"@Cheerfullron @VoteRed20222024 @BeatTheCult Bc we are not in India where they believe that BUT there are Christians in India. There are Muslims who believe in Allah, here. Land of the free. Free to pray to whomever you like. Why does this pathetic argument always come up. Just bc someone said the worship God there's always",2022-10-04,Phantom Zone
"@BobFlemming19 @TelePolitics You call segregated living, chock full of law breaking, who are currently going around fighting and stabbing each other (see Muslims attacking Hindus), who have sht on the environments of the working class, all for upper echelon profit - 'decades of progress' ? NO.",2022-10-04,
"@TheEconomist  You will have to demonize Hinduism to cover up your atrocities throughout the ages
Christian ""nationalism"" vs Muslim ""nationalism"" vs Hinduism 👇 https://t.co/0DTcun1ubv https://t.co/jG9YDJ2W6e",2022-10-04,
"@PaulieSamra @TsouvalasAFC That doesn't mean that bachar holds the same view. He also wasnt the face of a club. City on a hill have been public about their stance on abortion, even if houli held views like that, he wasnt public about it. Houli being Muslim and city on a hill being antigay is not comparable",2022-10-04,"Melbourne, Victoria"
Charles “Do Bronx” Oliveira submits Islam Makhachev in Round 2,2022-10-04,NM | 16 | 🇲🇽
@GlobalEdmonton Lol I bet they were muslims,2022-10-04,
@Naija4LifeO Aren't they both Muslim 😭,2022-10-04,
@SandhuMMA @MMAHistoryToday @TheNotoriousMMA I have a fun take. I don’t think this fight is going to the ground for a second. I think Islam tries to stand with Charles to prove a point and gets slept or TKO’d,2022-10-04,Your moms house 
"@ossman @EngrAamirCheema @Taimur_Laal So you can also leave the islam if you want to do everything that you want, islam doesn't restrict you to leave the religion or stick to it",2022-10-04,"Sindh, Pakistan"
@chris10howard Islam and Judaism the same.,2022-10-04,"Melbourne, Victoria"
@tyler_selleck @ksadjadpour @RhonddaBryant We’re talking about issues in a Muslim country. Regimes exist everywhere. Im telling you how it goes in Islam.,2022-10-04,410
@lindseyhilsum Hope muslim men can learn from them!,2022-10-04,Beheadistan
@vonandviscious YASSS TRANS MUSLIM WOMEN SUPREMACY 🗣🗣,2022-10-04,bay area
@yperoxh @Pytheas09252067 @xruiztru We talking about Muslims not jews,2022-10-04,
"@cjwerleman Lol guess the addition of words by CJ “in self defense”

In india it’s known fact that Muslims regularly do stone pelting on Hindu processions… now for over 8 centuries! But first time there are consequences which is new to habitual terrorists!",2022-10-04,
"@ColStokes @mattjcan I am saying that said football club has no issue having Muslims with shared views play for them. Irrespective of the role they play, you can’t pick and choose inclusion.",2022-10-04,"Melbourne, Victoria"
Islam and Mormonism both have relatively the same origin story,2022-10-04,
"@IPParaguay Muhammad Qasim has seen that Ghazwa e Hind will be imposed on Pakistan, and will be the beginning of World War 3. Pakistan must plan for the future to come because Pakistan's role is important for the future of Islam. #MuhammadQasimDreams https://t.co/OhDR6M8icX",2022-10-04,Pakistan
@deAdderCanada Your cartoons are violent and disturbing. Good thing you weren't drawing cartoons about islam.,2022-10-04,Universe
Happy birthday to brave and true leader of muslims and whole nation of pakistan.. Allah gives you a very long life for the sake of this nation.. Amen🎂🎁🎈🎊😇⭐#سالگرہ_مبارک_ہو_خان_صاحب,2022-10-04,
"8

In Islam and Christianity, a religious leader is respected and loved. He could mediate in situation that defy several means. History is replete with instances where religious leaders shaped the trajectories of societies.",2022-10-04,Nigeria
Christians are still killing Muslims and getting away with it. That is fucking crazy.,2022-10-04,Texas
"@alishan_jafri @_sayema Mandir in Dubai is to provide Sanatanis a place to celebrate their festivals. 
So why cant Muslims do garba in their masjids?
Why do they try to enter Sanatani garba with knives?",2022-10-04,
"@HelenLe72860390 Many religions have the same beliefs. Islam for one. It doesn’t mean that ALL followers are 100% onboard with those beliefs. Thorburn said he didn’t agree with it. I do not agree with abortion, yet I am not religious. Should I lose my job over my belief?",2022-10-04,Australia
@RepSwalwell And yet you stand with Muslim extremists.,2022-10-04,SF Bay Area
"@Philssay @zandegu_michael @FOXFOOTY And the afl let a player in the aflw of muslim faith to refuse to wear club ""pride round"" jumper for her belief that homosexuality is a sin.",2022-10-04,"Bickley, Western Australia"
What we owe Mahsa Amini and all Muslim women https://t.co/ZeWPjjzSdt via @maria9860,2022-10-04,"Ottawa, Ontario"
@CardioFerg your reason for hating islam more than actual degenerates in the promotion is because he’s confident against his opponent 💀,2022-10-04,
That same area if a Muslim tries to buy a house they will outbid him to keep it kosher,2022-10-04,Dwelling in a cave
"Meanwhile, other countries tak ada pun that kind of law and in islam as well. The country and the people there literally do the opposite things with Islam.",2022-10-04,
@ReallySwara @AlinejadMasih Its not Unreal...this is Very real...most realistic things are happening in the streets of iran...they are cold blood murderers which they kill with their islam agenda....This is barbaric Islamic regim!...they are way more brutal than isis..they are creators of isis #MahsaAmini,2022-10-04,
@UsmanTime So mainly people who fought Islam picked Islam and mainly people who fought Charles picked Charles. Too bad nobody fought them both.,2022-10-04,
Ronan Keating &amp; Yusuf Islam - Father and Son https://t.co/LMcMmI539q,2022-10-04,"Melbourne, Australia"
"@MuzzyAhmed200 @1101RussellSt @dmm121212 @MrCanSays @BBCWorld The proof is for you to see in every Muslim communities. If you could ask women what they think, you would be suprised.",2022-10-04,
"@DrederickI @chippycartel @emzgiordano2 @asap_rivers10 @kiranmayeet Tribes of people have done this throughout history.
It's not just something ""the West"" has done.
The Muslim slave trade, the Islamic conquest of the MENA, blah, blah, blah.",2022-10-04,Earth
"@DDestroys2 @amandacsb2 No they're Christians and this has nothing to do with Islam. This is American-born christian nationalism. 

The sooner you quit blaming everyone else but the people responsible for this mess, the better off we'll be.",2022-10-04,Mars
"@Dee_Ryall Dunno Dee. How many Muslims spouting homophobia and hatred are currently CEOs in Australia?

And if there there was, would you lot be defending them?",2022-10-04,Victoria
@dean_huntley @sunriseon7 There’s Muslim’s playing AFL ffs,2022-10-04,
"@chimaevsmash @Mma_mik @NerdGv4 Charles was 20 when he started fighting in the UFC. Faced endless killers since. Fought in the UFC THIRTY TIMES. 

Islam was 24. Only 13 UFC fights. 

Sit this one out.",2022-10-04,Mount Xyience
HAPPY BITHDAY TO THE MOST BRAVE AND TRUE LEADER OF ISLAM AND WHOLE NATION OF PAKISTAN.. ALLAH GIVES YOU A VERY LONG LIFE FOR THE SAKE OF THIS NATION..AMEN🎂🎁🎊🎈✨😇 #HappyBirthdayImranKhan,2022-10-04,
@arshiambi @fscz @pouriazeraati @elonmusk I've been in 2016. Islam will stay Islamic cope.,2022-10-04,Российские Государственные СМИ
Why Google sucks: Google marginalizes Muslims by codifying white surpemacy,2022-10-04,Everywhere 
"also the common right-wing refrain ""why won't the left talk more about the issues with Islam &amp; Islamic terrorism"" was silly because it was just overrated in importance. not saying it wasn't a serious problem. https://t.co/72khLkWnDx",2022-10-04,
"@FederalStrength @DeadRingerSpam @speedemonG35 @david_pruneda @IGN Sir where the heck did you get that from?? These 'secular' shows even represent other religions now like Muslims, Hindus.",2022-10-04,
If they can pull this off the Evangelicals and devout Muslims throughout the world will fight people arguing it was real as they inherently want it to be real. It would be easier to sell than COVID to gullible humans that are devoutly religious. https://t.co/JD3UySqe8s,2022-10-04,
My daddy was a former NOI Philly Muslim n*****a who used to tell me some wild shit but I am grateful that I was never indoctrinated in “special negro” “white is right” “what about the yt man” “white man has colder ice” none of that. My daddy told me that we had math and,2022-10-04,Earth
"@Shirinkhan0 Yeh to wohi baat hogayi dhobi ka kutta naa ghar ka, na ghaat ka.
Just for fame and money these actors are worshiping other religions.
Till yet I hv never seen any Hindu actor praying at Muslims places!",2022-10-04,
"@DasNandini97 @AmitShah When the angel of death comes to you and takes away your soul, you will know Islam and wish to return to convert to Islam.",2022-10-04,
"@ithrowfrags @dishesdonebadly @Not_the_Bee Did they hurt anyone or anything? No… then I don’t care why they do. I’m an AmeriCAN, Freedom baby. If you are an AmeriCAN’T, go to a extremist Muslim country where women have to hide everything but their eyes in public.",2022-10-04,Swing State
@MuzzyAhmed200 @dmm121212 @MrCanSays @BBCWorld They are Muslims even if Sunnis don’t like them.,2022-10-04,
"#Quran
 #quran_thedivinebook #Quranhour

 And He ( #Allah )is the #One Who has #subjected the #sea, so from it you may #eat #tender #seafood 

( 16:14 )

#Islam
#Muslim
#Muslims
#food
#sea
#ocean
#river",2022-10-04,"Jakarta, Indonesia"
Islam is so perfect,2022-10-04,Lebanon
"@AveMariaAme Women being beligerent and rude like that is so gross, Islam is right on women fr",2022-10-04,
"@woye1 APC has a Muslim-Muslim Presidential ticket. Labour Party has a Christian-Muslim Presidential ticket. PDP has a Muslim-Christian Presidential ticket...

You missed that vital point...",2022-10-04,Lagos 
"@AmberMaySchultz I don't seem to be able to find your tweet of outrage regarding Muslim GWS player Haneen Zreika refusing to wear a Pride jersey last AFLW season.
 #hypocrite #EssendonBigots",2022-10-04,Democratic Rep. of Danistan
"@tirsojed @SameeraKhan Not for Middle eastern Christians and Muslims, he was a monster",2022-10-04,Ecuador 🇪🇨
@zsajjad93 @Taimur_Laal @sanasyed109 Women seem to do very well not wearinf hijab when there are no Muslim men around. But I wouldn't compare Muslim men to drugs because for all their bad effects drugs have some positives.,2022-10-04,Mars
"#Islam - Current Day &gt; Brooklyn #Jihadist gets 30 Years; Qatar UN Envoy Curses Jews and Gays; Terrorists open fire in Samaria; Iran's #MoralityPolice Murder Teen Protester

https://t.co/Ome4p9Vsp2 https://t.co/rsr2sG59Pl",2022-10-04,"Abbotsford, British Columbia"
"@Soroush15875300 @JoanFrancescOl1 Not sure if they killed the emperor, maybe he ran away. But the Muslims did break the rib of Persia and conquered it. It was during the reign of kavad ii who took the power by coup d’état from his father khosrow ii",2022-10-04,
@TheNotoriousMMA Who wins Islam or Charles?,2022-10-04,"New York, New York"
"@antismoler The Muslim one yes, the other one hell no",2022-10-04,
"@palonaka Yes!! Allah loves us equally and that is Islam. A father is just responsible for overseeing and sheltering EVERYTHING. You see it’s an umbrella, not a hammer!",2022-10-04,
I’m really not pressed to have a bunch of stuff at all I’m so happy that my home is nice the next move is a home in a wayyyyyy safer neighborhood but for now I mind my business and enjoy the inside of my Muslim home ❤️,2022-10-04,
@kevstuhh That guy definitely isn’t as good or as strong as islam this means nothing,2022-10-04,
@DangerrThings You just became Islam’s bandwagon fan because Charles beat your favorite fighter Dustapper 🤣🤡,2022-10-04,
@SagharKasraie @JuergenBraunAfD We really appreciate your humanity and thanks for being our voice for Iran. We don't want Islamic regime and we don't want Islam.  Please help us to be winner unless they will kill all _ app 1300 _ protesters who got arrested.😰😰,2022-10-04,
"@elyas_nawandish Is incredible the grade of racism, hate, discrimination, xenophobic of that people . My father was racist, but he was atheist. I can't believe that in one ""muslim"" country people be so evil like my father 🤦🏻‍♀️😑",2022-10-04,Ciudad  de Buenos Aires
"Idiots of the first order. What is wrong in Muslims participating in Garba and Dandya. When fools and ego maniacs rule the country, this is what we get. Throw them out https://t.co/xcsnX98kp8",2022-10-04,Bangalore
@Ruleslawyer01 @3AW693 Ya gonna kick the Muslims out the afl?,2022-10-04,Moon
@chrisstill87 @AlistairMills4 @AmberMaySchultz How do you tolerate Islam?,2022-10-04,"Brisbane, Queensland"
"@SleeZeeTV @Moosy1113 @CharlesDoBronxs @DovySimuMMA I don’t even think he’s an Islam fan. Judging by his tweets, he projects all his anger from being abused by his uncle onto Charles and other people on this platform.",2022-10-04,
@Usman41123308 @b_onkabetse The first mistake is Islam blaming women for mens bad behaviour. The fault is 100% on the man.,2022-10-04,
"@AlazzawiMoses @highlightsnews1 @Bob_cart124 That is the same lame excuse used in the genocidal occupations in Australia, North America, Apartheid South Africa and elsewhere around the world. Islam is no different in its genocidal occupations of its victims throughout the world!",2022-10-04,
"@mhdksafa I have been Training and Coaching in the Middle East for 15 years and I have many Muslim clients and friends.
https://t.co/7ceeMgPAM0",2022-10-04,global
@IshThinker @EmberEmber1975 @TommyKnapp53 @FonzoMMA Both aren’t that great khabib throws the overhand with an occasional front face kick atleast islam boxes a lot more but I mean he only one out of the two to get ko,2022-10-04,
"@PRGuy17 No money for Muslim private schools, then, presumably. Only good white middle-class working Catholics.",2022-10-04,Stolen from the Cherokee
"Just happy with me for game but then i should send a Muslim, Im sick of stock photo is so fucking hell i!",2022-10-04,
"@hajra567 @ksadjadpour If Muslim women want to wear a hijab, that is their right.  When they are forced to do so because of an oppressive government fronted by pervert old men who are triggered by the sight of a woman's hair, perhaps the problem is those pervert old men?",2022-10-04,Garland Nixon's Garage
"@Adam20073132780 @Djbawlah @dervishconan @TheLastHarari @MursalK7 @HararNation @Salim8Said @MohamoudGaildon Harari are a subgroup of Harla(South Ethiopic). There were several Harla clans some were Muslim(Harari, Silte,Welene) some were Christian(Zay) or pagan(Gafat?). They either inhibited a large continuous area or they were dispersed for a long time.",2022-10-04,
"@jacubkobak @QudsNen @wherepond Really? Israel is religiously mixed, to the extreme. Yet, they see no internal conflicts. Assault comes from proxies, initiated by extremists. Once that ends, peaceful life returns. The US is in turmoil, several Islamic nations are in combat. True Muslims would seek peace.",2022-10-04,"Black Mountain, NC"
@sodomyexpert420 Brown Hindu or Brown Muslim… we are both getting specially selected for screening at the airport brother,2022-10-04,⚢ she 17 #proudfujo
"@aussiebhoy67 @nyunggai @essendonfc So what makes you think he's a bigot? 
Just because he is Muslim?
Is Saad a board member of a mosque we don't know about?",2022-10-04,Gotham
"@Mustaphaa_akilu @emiliasss_ Emma is a good name. It means ""whole"" or ""universal"" and Islam is the complete way of life not meant just for the Arabs but for the whole of mankind.",2022-10-04,"Buffalo, NY"
Islam is full of *** https://t.co/jCi14CXAA5,2022-10-04,
@Ugliestsomali @SomaliSasuke You’re not Muslim?,2022-10-04,
"@ConorMcPoirier Love that hes putin the work
Fight will be fire 🔥 
Imagine Oli jodu tripping Islam 🔥",2022-10-04,
"@lubitubis @salinasageer_ Ironically though, she would actually need a husband or male guardian to move out or travel from many of these “Muslim” countries",2022-10-04,
@OMGTheMess @TheQuietAustra7 100% . Anglo Christians need to be frightened.  By extension no Muslim can be a club president. Sad days for inclusiveness. 😢,2022-10-04,
@dwcdmp @MinistryWCD @mygovindia @MP_MyGov @NCPCR_ What about Muslim girls who get married as they hit puberty?,2022-10-04,"Bali, Indonesia"
@ImranKhanPTI Happy birthday the most brave and true leader I'd muslims and whole nation.. ALLAH gives you very long life for the sake of this poor nation.. Amen 🎂🎁🎊🎉🎈⭐,2022-10-04,
"@ashoswai Sir, Muslim's becoming untouc hable in India.",2022-10-04,
@JoblessJoen im muslim so idk lol,2022-10-04,Swagistan
@PunkRockGuy420 it’s fucking sabotage. like education is integral to Islam. the amount of ajr you get for leaving knowledge behind in this world and for making spaces where people can learn… subhanallah.,2022-10-04,somaliland.
@AingkaranK Pilliyan &amp; Karuna also should be in prison for crimes against humanity. But SF &amp; Sarath Weerasekera got highest preferential votes in Colombo &amp; Pilliyan got highest preferential votes in Batticaloa. Batticaloa tamils hate muslims more than sinhalese. Enge paththalum Islamophobia.,2022-10-04,"Batticaloa, Sri Lanka "
What’s up people I will be going live on Facebook-Naji Islam YouTube-and Twitter October 7th @2pm  I’ll be discussing the pre trial safe T Act with two Attorneys from theCook County  Chicago Public Defenders office,2022-10-04,"Illinois, USA"
"@nyunggai Yes. Isn’t there a law against that? Or perhaps it doesn’t apply when it’s just Christians, Muslims or Jews. Where are the anti discrimination activists now?",2022-10-04,
@NazimSh63179829 @IAMCouncil BR ambedkar on islam https://t.co/4Z3rKnnqGR,2022-10-04,
